呵	口可:kk
𧷡	貝婁:bl
𨄋	足雨:zy
𨝢	.:eq｜宀阝:be
𨦖	.:jl｜金丙:jb
𨫒	.:jl｜金雨:jy
𨱐	.:jl
𨻻	阝婁:el
𩏝	韋婁:wl
𪍣	麥婁:ml
六	亠八:wb
蓼	艹翏:cl｜艹彡:cp
録	金录:jl
錄	金录:jl
陸	阝土:et
緑	糸录:sl
滷	氵鹵:dl
騄	馬录:ml
侓	亻聿:ry
彔	.:au
盧	虍皿:hm
虜	虍男:hn
圥	土儿:te｜.:uw
爐	火盧:hl
鷺	鳥路:nl
魯	魚日:yo
鯥	魚土:yt
盝	皿录:ml
鑪	金盧:jl
鹵	丨丶:ad｜卜丶:bd
睩	目录:ol
蘆	艹盧:cl
黸	黑盧:hl
擼	扌魯:fl
祿	示录:ul｜示氺:uu
峍	山聿:uy
臚	月盧:ol
醁	酉录:yl
穋	.:hl｜禾彡:hp
鈩	金户:jh
壚	土盧:tl
擄	扌虜:fl｜扌男:fn
椂	木录:ml
顱	頁盧:yl
櫓	木魯:ml
櫨	木盧:ml
瀘	氵盧:dl
罏	缶盧:fl
玈	玄丿:xp
硉	石聿:uy
纑	糸盧:sl
轆	車鹿:il
鱸	魚盧:yl
嚕	口魯:kl
塶	土鹿:tl
攎	扌盧:fl
樚	木鹿:ml
淕	氵土:dt
淥	氵录:dl｜氵氺:du
瀂	氵魯:dl
舮	舟户:vh
艣	舟虜:vl｜舟男:vn
艪	舟魯:vl
艫	舟盧:vl
賂	貝各:bg
錴	金土:jt
鏀	.:jl
鏴	金路:jl
鐪	金虜:jl｜.:jn
鑥	金魯:jl
㓐	.:dl
㔪	.:gl
㖨	口录:kl
㛬	.:nl
㜙	女鹿:nl
㟤	山录:ul
㠠	山盧:ul
㢚	.:gl
㢳	弓丿:gp
㦇	忄鹿:xl
㪐	.:wl
㪖	.:wl
㪭	.:wl
㫽	日录:ol
㭔	木乎:mh
㯝	木路:ml
㯟	林录:ll
㯭	木虜:ml
㱺	歹盧:dl
㼾	瓦鹿:wl
㿖	疒盧:bl
䃙	石鹿:ul
䌒	糸鹿:sl
䎑	羽录:yl
䎼	耳录:el
䐂	月录:ol
䘵	衤录:yl
䚄	見录:jl
䟿	足录:zl
䡎	車户:ih
䡜	.:il
䩮	革录:gl
䮉	馬丿:mp
䰕	髟盧:il
䱚	魚录:yl
䲐	魚虜:yl
䴪	鹿禄:ll
勎	力土:lt
嚧	口盧:kl
坴	土土:tt
塷	.:tl
娽	女录:nl
廘	广鹿:gl
廬	广盧:gl
摝	扌鹿:fl
曥	日盧:ol
枦	木户:mh
樐	.:ml
氌	毛魯:ml
獹	犭盧:ql
瓐	王盧:wl
矑	目盧:ol
硵	石卤:ul
磠	.:ul
穞	禾鲁:hl
簬	𥫗路:vl
簵	.:vg｜竹輅:vl
簶	𥫗禄:vl
籙	𥫗录:vl
籚	竹盧:vl
粶	米录:ml
蓾	艹鹵:cl
蔍	艹鹿:cl
虂	艹露:cl
螰	虫鹿:il
蠦	虫盧:il
謢	言隻:yv｜言又:yy
趢	走录:zl
踛	足土:zt
蹗	足鹿:zl
輅	車各:ig
轤	車盧:il
馿	馬户:mh
騼	馬鹿:ml
髗	骨盧:gl
魲	魚户:yh
鴼	鳥各:ng
鵦	鳥录:nl
鵱	鳥土:nt
鸕	鳥盧:nl
𠀽	一乂:ai｜十丶:ud
𠿛	口虜:kl
𡳴	尸廿:uc｜亡尸:wu
𡴆	屮六:cl
𡷏	山聿:uy
𢂤	.:ub｜十丶:ud
𢊩	广比:gb
𢋡	广魯:gl
𢟧	.:xl｜心丶:xd
𢫫	扌聿:fy
𢲸	.:fl｜扌丶:fd
𢵮	扌矞:fy
𢾬	攴火:ph｜产攴:ip
𣞓	木鹿:ml
𣥐	止从:vc
𣩏	歹鹿:dl
𣱀	毛羅:ml
𣼟	.:ud
𤝮	.:qz｜丨犬:aq
𤟘	犭录:ql
𤢊	犭路:ql
𤣃	犭魯:ql
𤨍	王力:wl
𤬛	瓜盧:gl｜盧瓜:lg
𤮧	瓦盧:wl
𤺼	疒勠:bl
𤻱	疒慮:bl
𤽺	白录:bl
𤿴	皮录:pl｜录皮:lp
𥀔	.:pl｜鹿皮:lp
𥀵	皮盧:pl｜盧皮:lp
𥈛	.:om｜目目:oo
𥉶	目鹿:ol
𥒨	石心:ux
𥚊	.:ul｜示土:ut
𥛞	示鹿:ul
𥛪	示鹿:ul
𥣤	.:lq｜禾泉:hq
𥫰	竹六:vl
𥲎	竹陸:vl
𥶇	𥫗魯:vl
𦋔	冂录:kl
𦌕	罒路:sl
𦌟	罒禄:sl
𦗓	耳鹿:el
𦪇	舟鹿:vl
𦸐	艹陸:cl
𦼋	艹录:cl
𦽂	艹稑:cl
𦽎	艹禄:cl
𦾞	.:cl｜艹皿:cm
𦾷	艹漻:cl
𦿊	.:cl｜艹甾:cz
𦿖	艹鹿:cl
𧀦	艹魯:cl
𧆣	.:hk
𧇄	虍甾:hz
𧌉	.:il｜虫土:it
𧌍	虫录:il
𧐳	虫鹿:il
𧨹	言录:yl
𧫓	.:yl｜言丶:yd
𧽥	走鹿:zl
𨇖	足盧:zl
𨌠	車录:il
𨽐	阝儿:ee
𩄅	.:yw｜雨皿:ym
𩅄	雨鹿:yl
𩌫	革鹿:gl
𩍼	革盧:gl
𩓪	頁录:yl｜录頁:ly
𩛼	食录:ul
𩣱	.:ml｜馬土:mt
𩯜	髟虜:il
𪉖	.:lt｜卜土:bt
𪉣	.:ld｜卜豆:bd
𪍄	麥录:ml
𪑄	黑丿:hp
𪒏	黑鹿:hl
𪖌	鼠盧:ul
亂	乚又:gy｜丿乚:pz｜爫乚:vg
鑾	金糸:js
鸞	鳥糸:ns｜言鳥:yn
圞	囗欒:kl｜囗木:km
欒	木糸:ms｜糸木:sm｜言木:ym
癵	疒臠:bl｜疒肉:br
薍	艹亂:cl
灓	水糸:us｜.:yu
灤	氵欒:dl｜氵木:dm
釠	金几:jj
㝈	.:lz
㡩	.:jl
㱍	.:ql
䖂	艹攣:cl
䜌	言糸:ys
乿	乚糸:gs
圝	囗糸:ks
奱	大糸:ds｜言大:yd
孌	女糸:ns｜言女:yn
孿	言子:yz｜子糸:zs
巒	山糸:us｜言山:yu
攣	手糸:us｜言手:yu
曫	日糸:os｜糸日:so｜言日:yo
癴	疒攣:bl｜疒手:bu
羉	罒糸:ss
臠	肉糸:rs｜言肉:yr
臡	肉難:rn
虊	艹欒:cl｜艹木:cm
覶	見又:jy
鵉	.:ny｜.:yn
龻	.:lm
𠦨	丿十:pu｜十丿:up
𡄹	吕吕:ll｜口吕:kl
𡡗	.:nl｜女又:ny
𡭸	少同:ut
𢌕	.:gg
𢺈	.:fl｜扌糸:fs
𢿢	.:wl
𣨀	不死:bs
𤔔	爫又:vy
𤲶	男男:nn
𤼙	.:bl｜疒糸:bs
𦣋	.:ol｜月糸:os
𦣏	月糸:os｜糸月:so
𧖘	虫攣:il
𨇼	足糸:zs
𨈌	足戀:zl
𨈎	足鸞:zl
𨊟	.:ul｜糸身:su｜身糸:us
𩪾	.:gl
論	言侖:yl
輪	車侖:il
倫	亻侖:rl
崙	山侖:ul
侖	人艹:rc
錀	金侖:jl
淪	氵侖:dl
蜦	虫侖:il
惀	忄侖:xl
溣	氵倫:dl
稐	禾侖:hl
㖮	口侖:kl
㷍	火侖:hl
䈁	𥫗侖:vl
䑳	舟侖:vl
圇	囗侖:kl
埨	土侖:tl
婨	女侖:nl
崘	山侖:ul
掄	扌侖:fl
棆	木侖:ml
碖	石侖:ul
磮	石侖:ul
耣	耒侖:ll
腀	月侖:ol
菕	艹侖:cl
踚	足侖:zl
陯	阝侖:el
鯩	魚侖:yl
𠔕	分艹:fc
𠼩	口侖:kl
𡃝	口論:kl
𤲕	田侖:tl
𤷔	疒侖:bl
𧣵	角侖:jl
𧱜	豕侖:ul
硌	石各:ug
羅	罒隹:sv｜罒維:sw
囖	口籮:kl｜口维:kw
蘿	艹羅:cl｜艹維:cw
囉	口羅:kl｜口維:kw
寽	爫寸:vc
臝	亡凡:wf
攞	扌羅:fl｜.:fw
饠	食羅:ul｜.:uw
驘	馬凡:mf
鸁	鳥口:nk｜亡凡:wf
镙	金累:jl
騾	馬累:ml
渃	氵若:dr
濼	氵樂:dl｜氵樂:dy
詻	言各:yg
躶	身果:ug
邏	辶羅:zl｜辶維:zw
剆	.:dl
犖	火牛:hn｜牛冖:nb
癳	.:bl｜疒糸:bs
籮	𥫗羅:vl｜𥫗維:vw
覼	見爾:je
跞	足乐:zl｜足乐:zy
鵅	鳥各:ng
儸	亻羅:rl｜亻維:rw
洜	水各:ug
鏍	金累:jl
鑼	金羅:jl｜金維:jw
駱	馬各:mg
㑩	亻罗:rl
㒩	亻蠡:rl
㓢	刂各:dg
㦬	忄羅:xl
㩡	扌磊:fl
㰁	木磊:ml
㱻	歹羸:dl
㴖	氵革:dg
㼈	王羅:wl
㽋	.:wl
㿚	疒羅:bl
䀩	目各:og
䇔	.:ly｜.:wf
䈷	竹格:vg
䊨	.:my｜亡几:wj
䌱	糸立:sl
䌴	糸羸:sl
䯁	馬羸:ml
峈	山各:ug
捰	扌果:fg
曪	日羅:ol｜日維:ow
欏	木羅:ml｜木維:mw
玀	犭羅:ql｜犭維:qw
笿	𥫗各:vg
纙	糸羅:sl｜.:sw
腡	月咼:og｜.:ok
頱	頁寸:yc｜.:yl
𠏢	亻亂:rl
𠜖	.:dl｜爫刂:vd
𠶱	可各:kg
𠻐	口珞:kl
𠻡	.:kl｜口斤:kj｜丶口:dk
𡁆	口犖:kl
𡆆	口羅:kl
𡤢	女羅:nl
𡿏	山羅:ul
𢅾	巾羅:jl
𢺆	扌立:fl
𢺑	扌羸:fl
𣂞	丶斤:dj｜良斤:lj
𣛗	.:ml｜木各:mg
𣜄	木凡:mf｜亡木:wm
𣜢	.:go
𣧳	歹各:dg
𣨪	歹果:dg
𣵟	水大:ud｜氵水:du
𤄷	氵羅:dl
𤔖	果爪:gv｜爪果:vg
𤔝	.:vo｜爪禺:vy｜禺爪:yv
𤗀	片良:pl
𤨗	卣玉:yy
𤽥	白各:bg
𤽼	白隹:bv
𥡜	禾累:hl
𥯛	𥫗洛:vl
𦆁	糸凡:sf｜亡糸:ws
𦣇	月羅:ol
𦣖	亡晶:wj｜月晶:oj
𦣛	月戀:ol
𦿌	艹㬎:cx
𧄿	艹羸:cl
𧈦	虫乃:in｜乃虫:ni
𧟌	衤羅:yl
𧭥	言樂:yl
𧷳	貝累:bl
𧹐	貝羅:bl
𨇽	足羅:zl
𨟥	磊阝:le
𨬅	.:jl｜金斤:jj
𨰠	金羸:jl
𩂣	雨各:yg
𩉙	面羅:ml
𩊚	革各:gg
𩌭	.:gl
𩍪	.:gv
𩎊	革羅:gl
𩮹	髟累:il
𩵇	鬼羅:gl
𩼊	亡魚:wy｜魚凡:yf
𩽰	魚羅:yl
𪇱	鳥樂:nl｜樂鳥:ln
𪈰	鳥羅:nl｜羅鳥:ln
𪌳	.:ml｜麥寸:mc
𪎆	麥羅:ml
𪑋	.:hl｜黑寸:hc
慮	虍思:hs｜心田:xt
綠	糸录:sl｜纟氺:su
屢	尸婁:ul
呂	口口:kk
驢	馬盧:ml
鑢	金慮:jl
藘	艹慮:cl
閭	門吕:ml
濾	氵慮:dl
繂	糸率:sl｜.:su
郘	耳吕:el
縷	糸婁:sl
嵂	山律:ul
焒	火吕:hl
爈	火慮:hl
鋁	金吕:jl
㠥	山壘:ul
㲶	.:ql
䕡	艹閭:cl
侶	亻吕:rl
儢	亻思:rs
勴	力慮:ll
卛	十糸:us｜.:yu
挔	扌衣:fy
捛	扌吕:fl
櫚	木閭:ml
氀	毛婁:ml
祣	示丿:up
穭	禾魯:hl
箻	𥫗律:vl
絽	糸吕:sl
膐	肉旅:rl
膟	月率:ol｜.:ou
膢	月婁:ol
褸	衤婁:yl
𠜈	.:dy
𠣊	.:lf
𠻜	口率:kl
𡀿	口屢:kl
𡾅	山慮:ul
𢅞	帛录:bl
𢈚	广吕:gl
𢙲	忄吕:xl
𢟳	忄率:xl
𢣻	心閭:xl
𢯰	扌律:fl
𣀞	.:wl｜慮攴:lp｜攴慮:pl
𤁵	氵閭:dl
𤗬	片婁:pl
𤾺	皇單:hd
𥖼	石慮:ul
𥡢	禾率:hl
𥭐	𥫗寸:vc
𥰠	𥫗旅:vl
𥶆	𥫗閭:vl
𥶌	𥫗慮:vl
𦆾	素率:sl
𦊼	罒吕:sl
𦛗	月吕:ol
𦳭	艹丙:cb
𧃒	艹縷:cl
𧈔	虍魯:hl
𧍶	虫律:il
𧓻	虫慮:il
𧜊	衣日:yo
𧭜	言慮:yl
𨂠	足頁:zy
𩄽	雨婁:yl
𩥆	馬旅:ml
𩲦	鬼占:gv
𩳡	.:gl｜鬼寸:gc
𩴐	鬼率:gl
𪈜	鳥婁:nl
畧	田各:tg
鋢	金孚:jf
鋝	金寸:jc｜金寽:jl
㔀	刂景:dj
㨼	手略:ul
稤	禾京:hj
𠢌	.:pu
𠼟	口面:km
𦊹	冂各:kg
𧎾	虫小:ix
𧐋	.:il
𧐯	虫略:il
𧑀	虫巢:ii
𧕌	.:lk
𪅅	鳥略:nl｜略鳥:ln
麽	麻么:mm
嗎	口馬:km
馬	一灬:ah
唛	口麦:km
罵	罒馬:sm
孖	子子:zz
碼	石馬:um
嫲	女麻:nm
瑪	王馬:wm
蔴	艹麻:cm
媽	女馬:nm
傌	亻馬:rm
痲	疒林:bl
駡	口馬:km｜馬口:mk
庅	广么:gm
嘜	口麥:km
禡	示馬:um
溤	氵馬:dm
螞	虫馬:im
鎷	金馬:jm
么	丿厶:ps
㐷	亻马:rm
㑻	亻密:rm
㜫	女微:nw
㦄	心麻:xm
㨸	扌密:fm
㾺	疒馬:bm
䗫	虫麻:im
䣕	耳馬:em
䣖	馬邑:my
䯦	骨蔑:gm
䳸	鳥麻:nm
榪	木馬:mm
犘	麻牛:mn｜牛麻:nm
獁	犭馬:qm
睰	目若:or
蟇	虫莫:im
遤	辶馬:zm
閁	門丿:mp
鬕	髟莫:im
鰢	魚馬:ym
鷌	鳥馬:nm
𡻤	山麻:um｜麻山:mu
𢉿	广馬:gm
𢊀	广虒:gs
𢋚	.:mk｜麻月:mo｜月冖:ob
𢳀	扌麻:fm
𣨜	歹夜:dy
𤳂	.:tl｜田禾:th
𥀏	亠皮:wp｜皮木:pm
𥉊	目馬:om
𥉵	目麻:om｜麻目:mo
𥧓	穴馬:xm
𧪨	言馬:ym
𨰾	钅马:jm
𩀪	隹麻:vm｜麻隹:mv
𩊃	革外:gw
𩔶	頁麻:ym｜麻頁:my
𩔷	頁莫:ym
𩨲	骨必:gb
𪐎	黍麻:um
𪒜	黑惠:hh
𪓹	麻黽:mm
買	貝罒:bs｜罒貝:sb
賣	士買:um｜貝罒:bs｜士貝:ub
売	士儿:ue
脈	月𠂢:op
麥	來夕:lx｜夕來:xl
邁	辶萬:zw
霡	雨脉:ym
薶	艹里:cl
佅	亻未:rw
㜥	女買:nm
䁲	目買:om
䈿	𥫗冥:vm
䘑	血永:xy
䚑	見買:jm
䜕	言萬:yw
䨪	雨埋:ym
䨫	雨麥:ym
䮮	馬麥:mm
勱	力萬:lw
嘪	口買:km
蕒	艹買:cm
衇	血丿:xp
霢	雨脈:ym｜雨𠂢:yp
鷶	鳥買:nm
𠿆	口夂:kw
𢠼	忄買:xm
𥇯	目勿:ow
𥌚	目賣:om
𦏢	羊賣:ym
𦙻	月灭:om
𦚡	月血:ox
𧱘	.:yj｜亠介:wj｜豕介:uj
𨤢	里少:lu｜少里:ul
𩈗	面永:my
𩊍	革永:gy
𩍃	革買:gm
𪄳	鳥麥:nm｜麥鳥:mn
𪒪	黑萬:hw
滿	氵入:dr
蠻	虫糸:is｜言虫:yi
満	氵山:du
謾	言曼:ym
澫	氵萬:dw
蟎	虫入:ir
熳	火曼:hm
悗	心免:xm
鏋	金入:jr
慲	心入:xr
摱	扌曼:fm
瞞	目入:or
矕	目糸:os｜言目:yo
僈	亻曼:rm
姏	女甘:ng
屘	尸子:uz｜子尾:zw
槾	木曼:mm
樠	木入:mr
澷	氵方:df
蔄	艹問:cw
鏝	金曼:jm
鰻	魚曼:ym
㒼	廿入:cr
㗄	口方:kf
㗈	口勇:ky
㙢	.:tm
㛧	女岩:ny
㡢	巾方:jf
㬅	日方:of
㵘	水水:uu
㿸	皮曼:pm
䅼	禾曼:hm
䊡	米曼:mm
䐽	.:om
䑱	舟宛:vw
䕕	艹漫:cm
䛲	言帛:yb
䜱	谷曼:gm
䝡	.:vm
䝢	豸曼:vm
䟂	走曼:zm
䡬	車曼:im
䯶	髟且:iq
䰋	髟晏:iy
娨	女旱:nh
獌	犭曼:qm
絻	糸免:sm
縵	糸曼:sm
蘰	艹縵:cm
襔	衤入:yr
鄤	耳曼:em
顢	頁入:yr
饅	飠曼:um
鬗	髟入:ir
𡕢	夂灭:wm｜灭夂:mw
𡢚	.:nm
𡻩	山曼:um
𢦈	忄蠻:xm
𢿜	曼攵:mw
𣁜	曼文:mw｜文曼:wm
𤅎	氵顢:dm
𤜘	牛魔:nm｜魔牛:mn
𥊑	目曼:om
𥧭	穴曼:xm
𥬈	竹从:vc
𥲈	𥫗入:vr
𥲑	𥫗曼:vm
𦎌	羊含:yh
𦔔	耒曼:lm
𧆏	.:cm｜艹目:co
𧖵	血免:xm
𧜞	衤曼:ym
𧱼	.:um｜豕入:ur
𨲛	镸首:iu
𨲾	.:im｜镸方:if
𩅍	雨曼:ym
𩆓	雨漫:ym
𩈦	面免:mm
𩛎	飠口:uk
𩛟	食免:um
𩬞	髟目:io
𩮉	.:im
𪈿	鳥蠻:nm｜蠻鳥:mn
𪍩	麥曼:mm
𪑪	黑冠:hg｜冠黑:gh
茻	屮屮:cc
莾	艹奔:cb
駹	馬龙:ml｜馬尨:mm
痝	疒龙:bl｜疒尨:bm
吂	口亡:kw｜亡口:wk
铓	金芒:jm
鋩	金芒:jm
汒	氵亡:dw
笀	竹亡:vw
杗	.:mw｜亡木:wm
浝	.:dl｜氵尨:dm
釯	金亡:jw
㙁	土每:tm
㝑	宀方:bf
㟌	山尨:um
㟐	山芒:um
㟿	山莽:um
㡛	巾荒:jh
㬒	日莽:om
㻊	王免:wm
䀮	.:oh
䁳	目莽:om
䅒	禾芒:hm
䈍	𥫗盲:vm
䒎	色莽:sm
䖟	虫亡:iw
䟥	足矛:zm
䵨	黑尨:hm
哤	.:kl｜口尨:km
壾	巨壴:jv｜士巨:uj
娏	.:nl｜女尨:nm
庬	广龙:gl｜广尨:gm
恾	心芒:xm
盳	目亡:ow
蘉	艹侵:cq
蠎	虫莾:im
𠈵	亻尨:rm
𠮵	口上:ku
𡅖	名養:my
𡘪	大身:du
𡩩	.:bm｜宀口:bk
𡩽	宀尨:bm
𡵀	山亡:uw
𣙷	木莽:mm
𣯬	毛莽:mm
𣶈	氵罔:dw
𤰡	田亡:tw
𥁃	皿亡:mw｜亡皿:wm
𥆙	目尨:om
𥐞	石亡:uw
𥝕	禾亡:hw
𥤩	穴亡:xw
𥭚	𥫗口:vk
𥮎	竹廾:vc
𦎨	羊眉:ym｜眉羊:my
𦜭	月奔:ob
𨛌	.:em｜亡阝:we
𩅁	雨莽:ym
𩒿	頁尨:ym｜尨頁:my
𩙸	飛能:fn｜能飛:nf
𩛲	食芒:um
𩪎	骨莽:gm
𩭒	髟尨:im
𩷶	魚芒:ym
𪁪	鳥尨:nm｜尨鳥:mn
𪚢	龍飛:lf
氂	毛攵:mw｜未毛:wm
皃	白儿:be
貓	豸苗:vm
冃	冂二:ke
鉾	金牟:jm｜.:jn
髳	髟矛:im
媢	女冒:nm
暓	.:om｜日攵:ow
堥	.:tm｜土攵:tw
貿	貝刀:bd｜貝{留头}:bl
鄮	耳貿:em
萺	艹冒:cm
錨	金苗:jm
冐	日月:oo
戼	.:aa｜.:ak
軞	車毛:im
酕	酉毛:ym
毷	毛冒:mm
渵	氵苗:dm
鉚	金卯:jm
㒵	八白:bb
㒻	.:mj｜.:oj
㚹	女卯:nm
㡌	巾月:jo
㧇	.:fm
㧌	扌毛:fm
㪞	.:wm
㫯	.:iw
㮘	木攵:mw
㲠	毛攵:mw
㴘	氵冒:dm
㺺	王目:wo
㿞	白毛:bm
䀤	目外:ow
䅦	禾苗:hm
䋃	糸毛:sm
䓮	艹攵:cw
䖥	虫矛:im
䡚	.:im
䫉	頁豸:yv
乮	乙卯:ym
夘	夕卩:xe
嵍	.:um｜山攵:uw
愗	.:xm｜心攵:xw
枆	木毛:mm
柕	木矛:mm
笷	竹卯:vm
緢	糸苗:sm
罞	罒矛:sm
蓩	艹務:cw
蝐	虫冒:im
覒	毛見:mj
鶜	鳥茅:nm
𠔼	.:ja｜.:ky
𠤝	匕二:be｜丶匕:db
𡜢	女尸:nu
𡹰	山茅:um
𢂹	.:jm｜巾儿:je
𢅉	.:bm｜巾儿:je｜帛儿:be
𢘅	心矛:xm｜矛心:mx
𢝌	心冒:xm
𢨯	户户:hh
𢯾	扌冒:fm
𢽢	.:wm
𣊃	日務:ow
𣔺	木冒:mm
𣨇	.:dy
𣬵	方毛:fm
𣭮	火毛:hm｜毛二:me
𣯀	毛冒:mm
𣴼	.:dm
𣹪	氵旄:dm
𤚜	牛又:ny｜止牛:vn
𤛖	.:ni
𤝄	犭毛:qm
𤥰	.:wm｜王儿:we
𤲰	甲冒:jm
𥄸	目卯:om
𥈆	目冒:om
𥎟	矛章:mv
𥟪	禾芼:hm
𦀸	.:sm
𦼪	艹楙:cm
𧍟	虫矛:im
𧐟	虫心:ix
𧒚	艹蝥:cm
𧓿	.:mk｜艹蟊:cm｜虫虫:ii
𧔨	.:di
𧠊	.:jm｜冂見:kj｜.:jy
𨈥	身毛:um
𨥨	金矛:jm
𨩩	金冒:jm
𨺸	阝昴:em
𩛨	.:um｜飠儿:ue
𩫁	高毛:gm
𩭾	髟攵:iw
𩿂	鳥毛:nm｜毛鳥:mn
𪃑	鳥冒:nm｜冒鳥:mn
麼	麻幺:my
嚒	口麽:km
濹	氵墨:dm
嚰	口磨:km
嚜	口墨:km
沒	氵殳:du｜氵又:dy
谜	讠迷:ym
毎	𠂉母:rm
眛	目未:ow
沬	氵未:dw
槑	呆呆:dd
禖	示某:um
鋂	金每:jm
楳	木某:mm
抺	扌未:fw
櫗	木蔑:mm
脢	月每:om
痗	疒每:bm
苺	艹母:cm
煝	火眉:hm
鎂	金美:jm
祙	示未:uw
脄	月灰:oh
鶥	鳥眉:nm
塺	麻土:mt｜土麻:tm
嬍	女攵:nw
蝞	虫眉:im
鬽	鬼彡:gp
黣	黑每:hm
凂	冫免:dm
堳	土眉:tm
媺	女攵:nw
湈	氵某:dm
燘	火閔:hm
猸	犭眉:qm
穈	禾麻:hm｜麻禾:mh
躾	身美:um
鎇	金眉:jm
黴	彳攵:xw｜彳攵:rw
㭑	木未:mw
㶬	火末:hm
㺳	.:ww
䀛	目勿:ow
䆀	禾黑:hh
䉋	𥫗媚:vm
䊈	米每:mm
䊊	米尾:mw
䍙	罒每:sm｜网每:wm
䒽	艹网:cw
䓺	艹美:cm
䜸	豆尾:dw
䤂	酉某:ym
䰨	鬼眉:gm
䰪	鬼脊:gj
䵢	黑未:hw
嵄	山美:um
徾	彳攵:xw
挴	扌每:fm
攗	扌麋:fm
旀	方小:fx
栂	木母:mm
珻	王每:wm
睂	目厂:oi｜人目:ro
睸	目眉:om
篃	𥫗眉:vm
腜	月某:om
葿	艹眉:cm
跊	足未:zw
韎	韋末:wm
𠊉	会勿:hw
𠍨	亻麻:rm
𠪃	厂眉:im
𡲭	尾曳:wy
𢮇	.:fm
𣟸	木麋:mm
𤚤	牛眉:nm
𤽃	白川:bi
𥞊	禾未:hw
𥧴	穴录:xl
𦼻	艹溦:cw
𧭵	言魅:ym
𧳬	豸眉:vm
𨉭	身眉:um
𨜘	.:ew｜屋阝:we
𩈐	面未:mw
𩋿	革眉:gm
𩎟	韋未:ww
𩫍	高生:gu
𩲈	鬼山:gu
𩴈	.:gm
𪂜	鳥枚:nm｜枚鳥:mn
𪃏	鳥某:nm｜某鳥:mn
𪎦	麻林:ml
𪎭	麻黍:mu
們	亻門:rm
瞒	目两:ol
門	乛一:aa｜乛一:vh｜彐亅:xa
玧	王允:wy
汶	氵文:dw
亹	亠且:wq
悶	門心:mx｜心門:xm
惛	心昏:xh
燜	火悶:hm
虋	艹分:cf｜艹釁:cx
鞔	革免:gm
閅	門丁:md
鍆	金門:jm
㡈	巾免:jm
㥃	忄門:xm
㦖	心悶:xm
㨺	.:fm
㵍	氵悶:dm
䊟	.:mm
䝧	貝匀:by
䫒	頁昏:yh
怋	忄民:xm
懣	心滿:xm
捫	扌門:fm
斖	文且:wq｜.:wx
暪	日入:or
椚	木門:mm
璊	王入:wr
菛	艹門:cm
𣯩	.:mm｜毛入:mr
𤅣	.:dm
𧄸	.:cx
𧴺	貝幺:by
𨳔	門三:ms｜三門:sm
𨴺	門村:mc
𩑥	頁氏:yu
夢	艹夕:cx｜夕冖:xb
氓	亡民:wm
蟒	虫莽:im
儚	亻夢:rm｜亻夕:rx
黾	口电:kd
矇	目蒙:om
夣	.:dx｜.:wx｜夕冖:xb
甿	田亡:tw
鄳	耳黽:em｜.:ss
蝱	虫亡:iw｜亡虫:wi
懞	忄蒙:xm
錳	金孟:jm
懜	忄夢:xm｜.:xx
黽	冂乚:kg｜丨一:aa
冡	冖豕:bu
曚	日蒙:om
雺	雨矛:ym
溕	.:dm｜.:du
掹	扌孟:fm
莔	艹囧:cj｜艹冂:ck
霿	.:ym｜雨目:yo
㙹	土夢:tm
㚞	大林:dl
㜴	女瞢:nm
㝱	宀夢:bm
㩚	扌蒙:fm
䀄	.:bm｜.:mf
䇇	立民:lm
䉚	𥫗瓦:vw
䏵	月尨:om
䑃	月蒙:om
䑅	月夢:om
䒐	色瞢:sm
䓝	艹孟:cm
䗈	虫盲:im
䙦	衤夢:ym
䙩	衤蒙:ym
䠢	足冖:zb｜艹足:cz
䤓	酉蒙:ym
䥂	.:jm
䥰	.:jm
䰒	髟蒙:im
䲛	魚瞢:ym
䴌	鳥蒙:nm
䴿	.:mm
䵆	麥蒙:mm
擝	扌盟:fm
橗	木萌:mm
氋	毛蒙:mm
癦	疒墨:bm
矒	目瞢:om
蕄	艹悶:cm
鄸	耳夢:em
霥	.:ym｜.:yu
靀	雨蒙:ym
顭	頁夢:ym
饛	食蒙:um
鯍	.:yi
鯭	魚孟:ym
鸏	鳥蒙:nm
鼆	黽六:ml｜冥黽:mm
𠐁	亻蒙:rm
𠐧	亻瞢:rm
𠖆	.:bh
𠵼	口孟:km
𡒯	土蒙:tm
𡚔	大灬:dh
𡬆	宀懵:bm
𡬌	宀瞢:bm
𢄐	.:jm
𢕙	彳猛:xm
𢤘	心蔄:xm｜蔄心:mx
𢿂	未干:wg
𣊔	艹日:co｜日冖:ob
𣓝	艹木:cm｜木冖:mb
𣞑	木甍:mm
𣰥	毛蒙:mm
𣽭	氵皿:dm
𤯻	生蒙:um
𤱴	田一:ta｜.:ty
𤼁	疒瞢:bm
𤾬	白蒙:bm
𥂂	矛皿:mm
𥄁	目㐅:oi
𥉕	.:om｜目丶:od
𥋝	目黽:om
𥌯	目甍:om
𥌱	目民:om｜艹眠:cm
𥣛	禾蒙:hm
𥭮	𥫗冂:vk
𦆟	糸蒙:sm
𦊽	罒豕:su
𦢧	月瞢:om
𦫰	色夢:sm｜夢色:ms
𦱋	艹盲:cm
𦳶	.:cm｜.:mi｜艹虫:ci
𦴔	.:yo
𦷹	艹日:co
𦿏	艹夢:cm
𧀆	艹豆:cd
𧀧	艹夌:cl｜艹夂:cw
𧁊	艹心:cx
